employee_id,department,position,month,productivity_score,quality_score,attendance_rate,teamwork_score,initiative_score,communication_score,problem_solving_score,adaptability_score,leadership_score,projects_completed,training_hours,overtime_hours,client_satisfaction,overall_performance_score
EMP0002,Product Management,Product Manager,2023-08,82.93967811677612,66.03231489195167,86.1659840809976,62.67033561109249,52.3862240215588,69.6225354410969,39.94264376111317,57.634088401641016,65.6095451713632,0,4.820783765423981,3.1588013863552247,71.53266589080829,62.10467067707417
EMP0002,Product Management,Product Manager,2023-09,86.65448262409366,69.74711939926921,89.88078858831514,66.38514011841002,56.10102852887633,73.33733994841444,43.65744826843069,61.34889290895854,69.32434967868073,1,6.637965884307828,1.2910819872957575,75.24747039812583,65.8194751843917
EMP0002,Product Management,Product Manager,2023-10,85.48474326652993,68.57738004170548,88.71104923075143,65.21540076084631,54.93128917131261,72.16760059085072,42.48770891086698,60.179153551394826,68.15461032111702,2,7.256212296989154,1.9956216329851504,74.0777310405621,64.64973582682798
EMP0002,Product Management,Product Manager,2023-11,91.02605030269191,74.11868707786746,94.2523562669134,70.75670779700827,60.47259620747459,77.70890762701269,48.02901594702895,65.7204605875568,73.69591735727899,0,5.587964346492159,1.7175338918160192,79.61903807672408,70.19104286298996
EMP0002,Product Management,Product Manager,2023-12,86.96637966063977,70.05901643581532,90.19268562486126,66.69703715495613,56.41292556542245,73.64923698496055,43.96934530497681,61.66078994550466,69.63624671522685,0,8.255490038045398,2.0643914984379554,75.55936743467194,66.13137222093782
EMP0002,Product Management,Product Manager,2024-01,80.14054613972453,63.233182914900084,83.36685210394602,59.871203634040896,49.58709204450721,66.82340346404531,37.14351178406157,54.83495642458942,62.81041319431161,1,3.5143953673310917,2.723150085752764,68.7335339137567,59.30553870002257
EMP0003,HR,HR Director,2023-01,72.41864307336243,68.87514853874691,81.23633586238635,68.14609507002577,76.42225144779158,51.27731312596727,90.14228580223325,66.46910156759917,58.26183711970896,1,4.2677655956791805,2.461224989523983,83.19536453983014,69.00158446817943
EMP0003,HR,HR Director,2023-02,79.62594503941774,76.08245050480222,88.44363782844167,75.35339703608108,83.62955341384689,58.48461509202259,97.34958776828856,73.67640353365448,65.46913908576427,1,4.701163873872128,3.132047801275668,90.40266650588545,76.20888643423473
EMP0003,HR,HR Director,2023-03,87.32884889592522,83.7853543613097,96.14654168494914,83.05630089258855,91.33245727035437,66.18751894853006,100.0,81.37930739016196,73.17204294227174,2,8.409464204582026,1.9280330837939033,98.10557036239292,83.2802288376427
EMP0003,HR,HR Director,2023-04,85.31002309509843,81.76652856048291,94.12771588412235,81.03747509176176,89.31363146952758,64.16869314770327,100.0,79.36048158933517,71.15321714144496,1,6.127192664169409,4.6071753593388145,96.08674456156614,81.51375626191926
EMP0003,HR,HR Director,2023-05,78.3231470337219,74.77965249910638,87.14083982274582,74.05059903038523,82.32675540815104,57.18181708632673,96.04678976259271,72.37360552795863,64.16634108006842,1,7.801132134784044,4.7847940768616795,89.0998685001896,74.90608842853888
EMP0003,HR,HR Director,2023-06,80.87796880473464,77.33447427011912,89.69566159375856,76.60542080139797,84.88157717916378,59.73663885733947,98.60161153360545,74.92842729897137,66.72116285108116,0,6.9971940656425415,3.3818851205652987,91.65469027120234,77.46091019955163
EMP0003,HR,HR Director,2023-07,86.01588253151712,82.4723879969016,94.83357532054104,81.74333452818045,90.01949090594627,64.87455258412196,100.0,80.06634102575386,71.85907657786365,0,7.355135001923882,2.1543245016372747,96.79260399798483,82.13138326878561
EMP0003,HR,HR Director,2023-08,76.64663170392095,73.10313716930543,85.46432449294487,72.37408370058428,80.6502400783501,55.505301756525775,94.37027443279176,70.69709019815768,62.489825750267464,0,4.662379189244231,4.419606689567755,87.42335317038865,73.22957309873793
EMP0003,HR,HR Director,2023-09,78.1272787965149,74.58378426189938,86.94497158553882,73.85473079317823,82.13088717094405,56.98594884911973,95.85092152538571,72.17773729075164,63.97047284286142,1,5.179355492388215,2.97185061716187,88.9040002629826,74.71022019133189
EMP0003,HR,HR Director,2023-10,71.08353577853572,67.5400412439202,79.90122856755964,66.81098777519905,75.08714415296487,49.94220583114056,88.80717850740653,65.13399427277245,56.92672982488225,0,7.228360173519318,3.1119788971692435,81.86025724500342,67.6664771733527
EMP0003,HR,HR Director,2023-11,84.7671533414319,81.22365880681637,93.58484613045582,80.49460533809523,88.77076171586104,63.62582339403673,100.0,78.81761183566863,70.61034738777842,0,6.975543036986773,1.8904148546039157,95.5438748078996,81.03874522746104
EMP0003,HR,HR Director,2023-12,75.79073533172432,72.2472407971088,84.60842812074824,71.51818732838765,79.79434370615347,54.64940538432916,93.51437806059513,69.84119382596106,61.633929378070846,1,5.498860069340208,2.1592183589983867,86.56745679819203,72.3736767265413
EMP0003,HR,HR Director,2024-01,80.60486563787752,77.061371103262,89.42255842690145,76.33231763454086,84.60847401230667,59.46353569048236,98.32850836674834,74.65532413211426,66.44805968422405,0,7.281223893700594,4.283817890439774,91.38158710434523,77.18780703269451
EMP0004,Operations,Process Analyst,2023-01,70.34123460699661,89.54480294761791,84.60091673063036,99.00457509252543,74.17905374656283,80.77543996014178,83.60088893122672,80.14554835684854,58.80008965935956,1,4.117296657696263,2.52316830048042,87.80975802253921,79.54895416265992
EMP0004,Operations,Process Analyst,2023-02,63.2298512824881,82.4334196231094,77.48953340612185,91.89319176801692,67.06767042205432,73.66405663563327,76.48950560671821,73.03416503234003,51.68870633485105,0,3.097085063081616,1.6746133098134908,80.6983746980307,72.43757083815143
EMP0004,Operations,Process Analyst,2023-03,69.87901988006247,89.08258822068377,84.13870200369622,98.54236036559129,73.7168390196287,80.31322523320765,83.13867420429258,79.6833336299144,58.33787493242542,0,2.0241997055311485,4.76959963819794,87.34754329560508,79.08673943572578
EMP0004,Operations,Process Analyst,2023-04,62.64288859433207,81.84645693495338,76.90257071796583,91.3062290798609,66.4807077338983,73.07709394747725,75.90254291856219,72.447202344184,51.10174364669502,1,0.0,1.1997757701942595,80.11141200987468,71.85060814999538
EMP0004,Operations,Process Analyst,2023-05,63.113470851873316,82.31703919249462,77.37315297550707,91.77681133740214,66.95128999143954,73.54767620501849,76.37312517610343,72.91778460172524,51.572325904236266,0,4.4185540357070305,1.3779367704741445,80.58199426741592,72.32119040753662
EMP0004,Operations,Process Analyst,2023-06,59.7023655457176,78.9059338863389,73.96204766935135,88.36570603124642,63.54018468528382,70.13657089886277,72.96201986994771,69.50667929556953,48.16122059808055,0,3.3024279254234408,1.4557412518754795,77.1708889612602,68.91008510138091
EMP0004,Operations,Process Analyst,2023-07,54.98461762563884,74.18818596626014,69.24429974927259,83.64795811116765,58.82243676520506,65.41882297878401,68.24427194986895,64.78893137549076,43.44347267800179,1,1.8245276083873112,3.3169214409311563,72.45314104118144,64.19233718130215
EMP0004,Operations,Process Analyst,2023-08,65.01063969393749,84.2142080345588,79.27032181757124,93.67398017946631,68.84845883350371,75.44484504708267,78.2702940181676,74.81495344378942,53.469494746300434,1,2.705426039533853,1.5712982478470605,82.4791631094801,74.2183592496008
EMP0004,Operations,Process Analyst,2023-09,63.292707635318514,82.49627597593982,77.55238975895227,91.95604812084734,67.13052677488474,73.7269129884637,76.55236195954863,73.09702138517045,51.751562687681464,1,0.7096148410887146,1.1431078703657238,80.76123105086113,72.50042719098184
EMP0004,Operations,Process Analyst,2023-10,60.412781493617814,79.61634983423912,74.67246361725157,89.07612197914663,64.25060063318404,70.84698684676299,73.67243581784793,70.21709524346974,48.87163654598076,0,3.6294823271856607,1.4605897704117443,77.88130490916042,69.62050104928113
EMP0004,Operations,Process Analyst,2023-11,58.86461343458612,78.06818177520742,73.12429555821987,87.52795392011494,62.70243257415234,69.29881878773129,72.12426775881623,68.66892718443805,47.32346848694907,0,1.3939594138517128,1.982481239099097,76.33313685012872,68.07233299024944
EMP0004,Operations,Process Analyst,2023-12,67.24252632646692,86.44609466708822,81.50220845010067,95.90586681199574,71.08034546603314,77.67673167961209,80.50218065069703,77.04684007631884,55.701381378829865,1,5.749898023737082,2.5147098484369677,84.71104974200952,76.45024588213023
EMP0004,Operations,Process Analyst,2024-01,60.45577282002274,79.65934116064403,74.71545494365648,89.11911330555156,64.29359195958895,70.88997817316792,73.71542714425286,70.26008656987466,48.91462787238569,0,3.252800729563651,1.1980654903606187,77.92429623556535,69.66349237568605
EMP0005,Engineering,Software Engineer,2023-01,48.15617102674107,74.40050371468143,82.02654545156717,64.98831440395284,69.39082840665336,59.808267866126634,84.11741820883063,76.78210701582161,81.87861296266881,1,5.881648204367524,2.897241869912908,92.48126708008603,69.94027795068455
EMP0005,Engineering,Software Engineer,2023-02,53.340075345198414,79.58440803313877,87.21044977002451,70.17221872241018,74.57473272511069,64.99217218458398,89.30132252728797,81.96601133427895,87.06251728112615,0,5.283812274607687,1.5553558459856383,97.66517139854336,75.12418226914188
EMP0005,Engineering,Software Engineer,2023-03,49.95786815215959,76.20220084009995,83.82824257698569,66.79001152937136,71.19252553207187,61.609964991545155,85.91911533424914,78.58380414124012,83.68031008808732,0,4.075571860235239,2.313160079568228,94.28296420550454,71.74197507610306
EMP0005,Engineering,Software Engineer,2023-04,45.762316959292484,72.00664964723285,79.63269138411859,62.594460336504255,66.99697433920477,57.41441379867805,81.72356414138204,74.38825294837302,79.48475889522022,0,6.179147903459988,1.4950322792382886,90.08741301263744,67.54642388323596
EMP0005,Engineering,Software Engineer,2023-05,47.63006839933272,73.87440108727309,81.50044282415882,64.46221177654449,68.864725779245,59.282165238718285,83.59131558142228,76.25600438841326,81.35251033526046,0,1.6631418252723402,1.3824608153651017,91.95516445267768,69.4141753232762
EMP0005,Engineering,Software Engineer,2023-06,54.2741275450577,80.51846023299807,88.1445019698838,71.10627092226947,75.50878492496999,65.92622438444326,90.23537472714726,82.90006353413824,87.99656948098544,2,1.809105708634354,2.1478591565848757,98.59922359840266,76.05823446900118
EMP0005,Engineering,Software Engineer,2023-07,44.138253199118196,70.38258588705855,78.00862762394429,60.97039657632997,65.37291057903047,55.79035003850376,80.09950038120775,72.76418918819873,77.86069513504593,0,1.7070679603960484,1.5975357244701371,88.46334925246315,65.92236012306167
EMP0005,Engineering,Software Engineer,2023-08,43.68161642442799,69.92594911236836,77.5519908492541,60.513759801639765,64.91627380434028,55.33371326381356,79.64286360651755,72.30755241350853,77.40405836035573,0,4.509433013820162,3.020313742952035,88.00671247777295,65.46572334837147
EMP0005,Engineering,Software Engineer,2023-09,46.83725386712947,73.08158655506983,80.70762829195557,63.66939724434124,68.07191124704175,58.48935070651503,82.79850104921903,75.46318985621001,80.55969580305721,0,5.532701520611743,2.5540407069573563,91.16234992047443,68.62136079107295
EMP0005,Engineering,Software Engineer,2023-10,50.12492406914519,76.36925675708555,83.99529849397129,66.95706744635696,71.35958144905747,61.77702090853075,86.08617125123475,78.75086005822573,83.84736600507293,0,4.785483915605891,1.4251919962190558,94.45002012249014,71.90903099308866
EMP0005,Engineering,Software Engineer,2023-11,52.650540052085894,78.89487274002626,86.520914476912,69.48268342929767,73.88519743199818,64.30263689147147,88.61178723417545,81.27647604116643,86.37298198801363,0,5.819344454720493,7.430295657075281,96.97563610543085,74.43464697602937
EMP0005,Engineering,Software Engineer,2023-12,42.21289953099589,68.45723221893626,76.083273955822,59.04504290820766,63.447556910908176,53.864996370381455,78.17414671308545,70.83883552007643,75.93534146692363,0,4.257670438080751,1.755426544239011,86.53799558434085,63.99700645493937
EMP0005,Engineering,Software Engineer,2024-01,49.92294311254919,76.16727580048955,83.79331753737529,66.75508648976096,71.15760049246147,61.575039951934755,85.88419029463874,78.54887910162972,83.64538504847692,0,5.738597882475174,1.134425915484348,94.24803916589414,71.70705003649266
EMP0006,Engineering,Senior Engineer,2023-01,73.45260566324085,69.55870529069796,94.67042676723602,97.25208950869325,38.21997751032882,67.90990389932485,60.94312735660078,68.55549754475012,88.82825991376713,1,4.713317473987178,0.7015495424834324,82.14818172998255,70.59002083592547
EMP0006,Engineering,Senior Engineer,2023-02,74.30238758764065,70.40848721509776,95.52020869163583,98.10187143309305,39.069759434728624,68.75968582372465,61.79290928100059,69.40527946914993,89.67804183816693,1,0.0,0.5024204565072645,82.99796365438236,71.43980276032526
EMP0006,Engineering,Senior Engineer,2023-03,83.13785097251859,79.2439505999757,100.0,100.0,47.905222819606564,77.59514920860259,70.62837266587853,78.24074285402787,98.51350522304487,0,2.0381213807667646,0.9189146844663405,91.8334270392603,79.40809929295685
EMP0006,Engineering,Senior Engineer,2023-04,85.73819790584547,81.84429753330258,100.0,100.0,50.50556975293344,80.19549614192947,73.2287195992054,80.84108978735475,100.0,1,0.0,1.487397191320912,94.43377397258718,81.54417134007139
EMP0006,Engineering,Senior Engineer,2023-05,81.01788257185112,77.12398219930823,100.0,100.0,45.78525441893908,75.47518080793512,68.50840426521106,76.1207744533604,96.3935368223774,0,0.0,3.6132150600079647,89.71345863859283,77.5531269423728
EMP0006,Engineering,Senior Engineer,2023-06,62.59854141231829,58.7046410397754,83.81636251631348,86.3980252577707,27.365913259406263,57.05583964840229,50.08906310567823,57.70143329382757,77.97419566284458,0,3.1932932972367762,1.205167431449788,71.29411747906,59.73595658500291
EMP0006,Engineering,Senior Engineer,2023-07,76.05185970791948,72.15795933537659,97.26968081191465,99.85134355337188,40.819231555007455,70.50915794400348,63.54238140127942,71.15475158942876,91.42751395844576,1,1.4967417942151808,1.062667036788962,84.74743577466118,73.1892748806041
EMP0006,Engineering,Senior Engineer,2023-08,73.0193406428494,69.12544027030651,94.23716174684458,96.8188244883018,37.786712489937365,67.4766388789334,60.50986233620933,68.12223252435868,88.39499489337568,0,0.29924727905209636,1.53296534359505,81.71491670959111,70.15675581553403
EMP0006,Engineering,Senior Engineer,2023-09,74.91717043771193,71.02327006516904,96.13499154170711,98.71665428316433,39.6845422847999,69.37446867379593,62.40769213107187,70.02006231922121,90.29282468823821,0,1.2179533749466023,3.3935642393834655,83.61274650445364,72.05458561039656
EMP0006,Engineering,Senior Engineer,2023-10,70.95709655291452,67.06319618037163,92.1749176569097,94.75658039836692,35.72446840000249,65.41439478899852,58.44761824627446,66.0599884344238,86.3327508034408,1,2.354023643187315,0.4444159392766335,79.65267261965623,68.09451172559915
EMP0006,Engineering,Senior Engineer,2023-11,78.62652048816231,74.73262011561943,99.84434159215749,100.0,43.39389233525028,73.08381872424631,66.11704218152225,73.72941236967159,94.0021747386886,0,0.0,1.9329529331095447,87.32209655490402,75.4606851191451
EMP0006,Engineering,Senior Engineer,2023-12,72.3661836365583,68.47228326401542,93.58400474055348,96.1656674820107,37.133555483646276,66.8234818726423,59.85670532991824,67.46907551806758,87.74183788708459,0,2.9336256331666433,3.0033903230520536,81.06175970330001,69.50359880924292
EMP0006,Engineering,Senior Engineer,2024-01,71.73351350537837,67.83961313283548,92.95133460937355,95.53299735083077,36.50088535246634,66.19081174146237,59.22403519873831,66.83640538688765,87.10916775590465,0,5.467716518021284,0.45211689109557257,80.42908957212008,68.870928678063
EMP0007,HR,Recruiter,2023-01,80.26030592797665,95.76014123185118,98.43349567476507,90.91802134300848,100.0,99.11624604534494,89.93276133776676,70.65830614731354,100.0,0,4.976739524096185,0.9042643094001164,79.45814953629038,90.83072275415769
EMP0007,HR,Recruiter,2023-02,76.2940373163368,91.79387262021133,94.46722706312522,86.95175273136863,98.28728686208757,95.14997743370509,85.96649272612692,66.69203753567369,97.54623655380112,0,4.2189639385464455,1.210172283437701,75.49188092465053,87.33521172241389
EMP0007,HR,Recruiter,2023-03,73.69956654256009,89.19940184643463,91.8727562893485,84.35728195759191,95.69281608831085,92.55550665992837,83.3720219523502,64.09756676189699,94.9517657800244,0,4.609164609260036,0.6255610323084484,72.89741015087381,84.74074094863717
EMP0007,HR,Recruiter,2023-04,71.24826433275811,86.74809963663265,89.42145407954654,81.90597974778994,93.24151387850888,90.1042044501264,80.92071974254823,61.64626455209501,92.50046357022244,0,3.0726527224155546,2.808877146774279,70.44610794107184,82.28943873883522
EMP0007,HR,Recruiter,2023-05,75.8855188946481,91.38535419852263,94.05870864143651,86.54323430967992,97.87876844039886,94.74145901201638,85.5579743044382,66.283519113985,97.13771813211241,1,5.215728222629862,3.188108580598634,75.08336250296182,86.92669330072519
EMP0007,HR,Recruiter,2023-06,70.48878747830642,85.98862278218095,88.66197722509484,81.14650289333825,92.48203702405719,89.34472759567471,80.16124288809654,60.886787697643314,91.74098671577075,0,2.53792531918784,0.6016598021053399,69.68663108662015,81.52996188438352
EMP0007,HR,Recruiter,2023-07,79.56679714339795,95.06663244727248,97.73998689018637,90.22451255842978,100.0,98.42273726076624,89.23925255318807,69.96479736273484,100.0,1,4.204371829681149,0.762028061737418,78.76464075171168,90.31059116572368
EMP0007,HR,Recruiter,2023-08,81.30235406279571,96.80218936667025,99.47554380958414,91.96006947782755,100.0,100.0,90.97480947258583,71.70035428213261,100.0,0,4.304101055088979,0.9619586115709526,80.50019767110945,91.5924720827515
EMP0007,HR,Recruiter,2023-09,71.24343979196234,86.74327509583688,89.41662953875077,81.90115520699418,93.23668933771312,90.09937990933064,80.91589520175246,61.64144001129923,92.49563902942667,0,0.44839952173455,0.5149197055494832,70.44128340027608,82.28461419803945
EMP0007,HR,Recruiter,2023-10,82.30847872180757,97.80831402568211,100.0,92.96619413683939,100.0,100.0,91.98093413159768,72.70647894114447,100.0,1,3.433649442998567,0.7045552337876843,81.5063223301213,92.22129999463391
EMP0007,HR,Recruiter,2023-11,69.82891814726771,85.32875345114225,88.00210789405614,80.48663356229955,91.82216769301849,88.684858264636,79.50137355705783,60.22691836660461,91.08111738473204,0,1.9018706446542875,1.1338747949666512,69.02676175558145,80.8700925533448
EMP0007,HR,Recruiter,2023-12,77.87754199873265,93.37737730260719,96.05073174552108,88.53525741376448,99.87079154448342,96.73348211610094,87.54999740852277,68.27554221806955,99.12974123619698,0,4.319074636425337,0.6732732722724206,77.07538560704639,88.91871640480976
EMP0007,HR,Recruiter,2024-01,75.44440021740802,90.94423552128255,93.61758996419644,86.10211563243985,97.43764976315879,94.30034033477631,85.11685562719813,65.84240043674491,96.69659945487234,0,2.269072110571796,0.9077241971541332,74.64224382572175,86.48557462348512
EMP0008,Customer Support,Support Manager,2023-01,100.0,99.6321950429851,86.64927358715592,89.4416496743367,39.215899550121584,92.49387985005106,73.1548339259746,52.80391988231412,63.527863545437285,0,4.500020753860617,1.0002842786446062,73.64922866443158,76.28378018390255
EMP0008,Customer Support,Support Manager,2023-02,100.0,97.29050969320569,84.3075882373765,87.09996432455729,36.87421420034218,90.15219450027165,70.81314857619519,50.462234532534715,61.18617819565788,1,1.8357037275276258,3.955241876130814,71.30754331465216,74.23480550284559
EMP0008,Customer Support,Support Manager,2023-03,97.76811758109856,93.90120240678377,80.91828095095458,83.71065703813537,33.48490691392025,86.76288721384972,67.42384128977326,47.07292724611278,57.79687090923595,1,0.0,0.3970619990274494,67.91823602823024,70.9901763248637
EMP0008,Customer Support,Support Manager,2023-04,100.0,98.01073197092961,85.02781051510043,87.82018660228121,37.59443647806609,90.87241677799557,71.53337085391911,51.18245681025863,61.906400473381794,0,0.9140276957413638,0.8456481926791171,72.02776559237608,74.864999995854
EMP0008,Customer Support,Support Manager,2023-05,97.23954081406909,93.37262563975429,80.3897041839251,83.18208027110589,32.95633014689077,86.23431044682025,66.89526452274379,46.544350479083306,57.26829414220647,0,0.0,0.4698597187237218,67.38965926120076,70.46159955783423
EMP0008,Customer Support,Support Manager,2023-06,100.0,100.0,88.92824251444499,91.72061860162577,41.494868477410655,94.77284877734013,75.43380285326367,55.08288880960319,65.80683247272636,0,4.133460657795936,0.5323889303706882,75.92819759172065,78.03898249899622
EMP0008,Customer Support,Support Manager,2023-07,98.89758180525077,95.03066663093597,82.04774517510678,84.84012126228757,34.61437113807246,87.89235143800192,68.55330551392547,48.20239147026499,58.92633513338816,1,3.639761154848129,0.195613132629758,69.04770025238244,72.11964054901591
EMP0008,Customer Support,Support Manager,2023-08,100.0,100.0,88.9471210874722,91.73949717465298,41.513747050437864,94.79172735036734,75.45268142629088,55.1017673826304,65.82571104575356,0,6.592959272294174,2.6428088034912953,75.94707616474786,78.05314142876664
EMP0008,Customer Support,Support Manager,2023-09,100.0,100.0,91.39659949242292,94.1889755796037,43.963225455388596,97.24120575531806,77.9021598312416,57.551245787581124,68.27518945070429,0,0.9405117323930378,1.2435330078563238,78.39655456969858,79.89025023247967
EMP0008,Customer Support,Support Manager,2023-10,100.0,96.24337773904008,83.2604562832109,86.05283237039168,35.82708224617657,89.10506254610604,69.76601662202958,49.41510257836911,60.139046241492274,1,2.557054287080063,0.2194889587845814,70.26041136048656,73.31856504295067
EMP0008,Customer Support,Support Manager,2023-11,96.99040002728638,93.12348485297159,80.1405633971424,82.93293948432319,32.70718936010807,85.98516966003754,66.64612373596108,46.2952096923006,57.01915335542377,2,0.7296679232290615,0.1747543230638406,67.14051847441806,70.21245877105152
EMP0008,Customer Support,Support Manager,2023-12,100.0,97.40312019471963,84.42019873889045,87.21257482607123,36.98682470185611,90.26480500178559,70.92575907770913,50.57484503404864,61.29878869717181,0,0.0,0.3719278492282374,71.4201538161661,74.33333969167028
EMP0008,Customer Support,Support Manager,2024-01,96.13182175564344,92.26490658132865,79.28198512549946,82.07436121268024,31.848611088465134,85.1265913883946,65.78754546431814,45.43663142065767,56.160575083780834,0,2.904863629743053,0.48825239271095666,66.28194020277512,69.35388049940859
EMP0009,Operations,Process Analyst,2023-01,76.16372786216762,76.97626616294271,93.01681688978213,68.7013547978195,79.43910091759014,62.84106635838896,86.35087842266866,59.625438994824876,71.75186296009335,0,8.48330648185245,1.350758508203406,57.198853668670864,72.73121205956198
EMP0009,Operations,Process Analyst,2023-02,72.72800599500951,73.5405442957846,89.58109502262403,65.2656329306614,76.00337905043203,59.40534449123085,82.91515655551055,56.18971712766677,68.31614109293524,0,4.008468502505277,0.7862614497446918,53.763131801512756,69.29549019240388
EMP0009,Operations,Process Analyst,2023-03,76.97438615118956,77.78692445196465,93.82747517880408,69.51201308684145,80.24975920661208,63.6517246474109,87.1615367116906,60.43609728384682,72.56252124911529,0,8.288925655728956,0.7005206258719361,58.00951195769281,73.54187034858393
EMP0009,Operations,Process Analyst,2023-04,71.72805247627697,72.54059077705206,88.58114150389149,64.26567941192886,75.00342553169949,58.4053909724983,81.91520303677801,55.18976360893422,67.3161875742027,0,4.651113417661227,1.835203433627549,52.76317828278021,68.29553667367134
