employee_id,department,goal_id,goal_type,goal_description,target_value,current_value,achievement_rate,deadline,status
EMP0008,Customer Support,GOAL_EMP0008_5,Leadership Development,Improve leadership development by achieving 85% target,85,70,82.35294117647058,2025-11-09,In Progress
EMP0009,Operations,GOAL_EMP0009_1,Performance Improvement,Improve performance improvement by achieving 81% target,81,88,100.0,2026-01-13,Completed
EMP0009,Operations,GOAL_EMP0009_2,Client Satisfaction,Improve client satisfaction by achieving 72% target,72,64,88.88888888888889,2026-01-17,In Progress
EMP0009,Operations,GOAL_EMP0009_3,Process Optimization,Improve process optimization by achieving 95% target,95,70,73.68421052631578,2026-01-15,In Progress
EMP0009,Operations,GOAL_EMP0009_4,Performance Improvement,Improve performance improvement by achieving 73% target,73,55,75.34246575342466,2025-12-27,In Progress
EMP0009,Operations,GOAL_EMP0009_5,Process Optimization,Improve process optimization by achieving 85% target,85,71,83.52941176470588,2026-01-31,In Progress
EMP0010,Product Management,GOAL_EMP0010_1,Project Completion,Improve project completion by achieving 84% target,84,76,90.47619047619048,2025-09-26,In Progress
EMP0010,Product Management,GOAL_EMP0010_2,Project Completion,Improve project completion by achieving 80% target,80,52,65.0,2025-11-10,In Progress
EMP0010,Product Management,GOAL_EMP0010_3,Leadership Development,Improve leadership development by achieving 73% target,73,80,100.0,2025-12-05,Completed
EMP0011,HR,GOAL_EMP0011_1,Skill Development,Improve skill development by achieving 91% target,91,69,75.82417582417582,2025-09-23,In Progress
EMP0011,HR,GOAL_EMP0011_2,Skill Development,Improve skill development by achieving 87% target,87,68,78.16091954022988,2025-10-15,In Progress
EMP0011,HR,GOAL_EMP0011_3,Project Completion,Improve project completion by achieving 82% target,82,63,76.82926829268293,2025-10-17,In Progress
EMP0011,HR,GOAL_EMP0011_4,Leadership Development,Improve leadership development by achieving 78% target,78,71,91.02564102564102,2025-11-11,In Progress
EMP0011,HR,GOAL_EMP0011_5,Project Completion,Improve project completion by achieving 77% target,77,71,92.20779220779221,2025-12-05,In Progress
EMP0012,Engineering,GOAL_EMP0012_1,Leadership Development,Improve leadership development by achieving 94% target,94,78,82.97872340425532,2026-01-20,In Progress
EMP0012,Engineering,GOAL_EMP0012_2,Client Satisfaction,Improve client satisfaction by achieving 91% target,91,82,90.10989010989012,2025-11-01,In Progress
EMP0012,Engineering,GOAL_EMP0012_3,Leadership Development,Improve leadership development by achieving 73% target,73,54,73.97260273972603,2026-02-12,In Progress
EMP0012,Engineering,GOAL_EMP0012_4,Client Satisfaction,Improve client satisfaction by achieving 75% target,75,70,93.33333333333333,2025-09-23,In Progress
EMP0013,Engineering,GOAL_EMP0013_1,Leadership Development,Improve leadership development by achieving 76% target,76,82,100.0,2025-10-13,Completed
EMP0013,Engineering,GOAL_EMP0013_2,Performance Improvement,Improve performance improvement by achieving 95% target,95,65,68.42105263157895,2025-10-09,In Progress
EMP0013,Engineering,GOAL_EMP0013_3,Process Optimization,Improve process optimization by achieving 87% target,87,73,83.9080459770115,2026-01-30,In Progress
EMP0013,Engineering,GOAL_EMP0013_4,Project Completion,Improve project completion by achieving 94% target,94,98,100.0,2025-11-06,Completed
EMP0013,Engineering,GOAL_EMP0013_5,Client Satisfaction,Improve client satisfaction by achieving 87% target,87,86,98.85057471264368,2026-02-04,In Progress
EMP0014,Finance,GOAL_EMP0014_1,Client Satisfaction,Improve client satisfaction by achieving 70% target,70,72,100.0,2026-01-15,Completed
EMP0014,Finance,GOAL_EMP0014_2,Project Completion,Improve project completion by achieving 83% target,83,71,85.54216867469879,2025-11-28,In Progress
EMP0014,Finance,GOAL_EMP0014_3,Process Optimization,Improve process optimization by achieving 82% target,82,63,76.82926829268293,2025-12-19,In Progress
EMP0014,Finance,GOAL_EMP0014_4,Project Completion,Improve project completion by achieving 71% target,71,74,100.0,2025-11-09,Completed
EMP0014,Finance,GOAL_EMP0014_5,Project Completion,Improve project completion by achieving 92% target,92,84,91.30434782608695,2026-01-10,In Progress
EMP0015,Engineering,GOAL_EMP0015_1,Process Optimization,Improve process optimization by achieving 91% target,91,70,76.92307692307693,2025-09-28,In Progress
EMP0015,Engineering,GOAL_EMP0015_2,Leadership Development,Improve leadership development by achieving 86% target,86,93,100.0,2026-01-09,Completed
EMP0015,Engineering,GOAL_EMP0015_3,Leadership Development,Improve leadership development by achieving 75% target,75,74,98.66666666666667,2026-01-17,In Progress
EMP0016,Engineering,GOAL_EMP0016_1,Performance Improvement,Improve performance improvement by achieving 80% target,80,81,100.0,2025-09-26,Completed
EMP0016,Engineering,GOAL_EMP0016_2,Leadership Development,Improve leadership development by achieving 74% target,74,66,89.1891891891892,2026-02-12,In Progress
EMP0016,Engineering,GOAL_EMP0016_3,Skill Development,Improve skill development by achieving 72% target,72,52,72.22222222222221,2025-11-01,In Progress
EMP0016,Engineering,GOAL_EMP0016_4,Skill Development,Improve skill development by achieving 71% target,71,72,100.0,2026-01-16,Completed
EMP0016,Engineering,GOAL_EMP0016_5,Project Completion,Improve project completion by achieving 74% target,74,60,81.08108108108108,2025-12-28,In Progress
EMP0017,Sales,GOAL_EMP0017_1,Project Completion,Improve project completion by achieving 78% target,78,81,100.0,2026-01-23,Completed
EMP0017,Sales,GOAL_EMP0017_2,Leadership Development,Improve leadership development by achieving 73% target,73,52,71.23287671232876,2025-10-01,In Progress
EMP0017,Sales,GOAL_EMP0017_3,Project Completion,Improve project completion by achieving 87% target,87,52,59.77011494252874,2026-02-15,In Progress
EMP0017,Sales,GOAL_EMP0017_4,Skill Development,Improve skill development by achieving 89% target,89,69,77.52808988764045,2025-10-14,In Progress
EMP0017,Sales,GOAL_EMP0017_5,Skill Development,Improve skill development by achieving 70% target,70,69,98.57142857142858,2026-02-16,In Progress
EMP0018,Customer Support,GOAL_EMP0018_1,Leadership Development,Improve leadership development by achieving 86% target,86,54,62.7906976744186,2025-10-07,In Progress
EMP0018,Customer Support,GOAL_EMP0018_2,Performance Improvement,Improve performance improvement by achieving 94% target,94,67,71.27659574468085,2025-10-06,In Progress
EMP0018,Customer Support,GOAL_EMP0018_3,Process Optimization,Improve process optimization by achieving 86% target,86,94,100.0,2025-11-30,Completed
EMP0018,Customer Support,GOAL_EMP0018_4,Client Satisfaction,Improve client satisfaction by achieving 83% target,83,76,91.56626506024097,2026-02-15,In Progress
EMP0019,Product Management,GOAL_EMP0019_1,Project Completion,Improve project completion by achieving 92% target,92,62,67.3913043478261,2025-12-27,In Progress
EMP0019,Product Management,GOAL_EMP0019_2,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,51,71.83098591549296,2026-02-07,In Progress
EMP0019,Product Management,GOAL_EMP0019_3,Leadership Development,Improve leadership development by achieving 87% target,87,53,60.91954022988506,2025-10-23,In Progress
EMP0019,Product Management,GOAL_EMP0019_4,Process Optimization,Improve process optimization by achieving 73% target,73,74,100.0,2026-01-30,Completed
EMP0020,Sales,GOAL_EMP0020_1,Client Satisfaction,Improve client satisfaction by achieving 91% target,91,96,100.0,2025-09-29,Completed
EMP0020,Sales,GOAL_EMP0020_2,Project Completion,Improve project completion by achieving 76% target,76,75,98.68421052631578,2025-12-20,In Progress
EMP0020,Sales,GOAL_EMP0020_3,Leadership Development,Improve leadership development by achieving 77% target,77,86,100.0,2025-10-11,Completed
EMP0020,Sales,GOAL_EMP0020_4,Performance Improvement,Improve performance improvement by achieving 94% target,94,51,54.25531914893617,2026-02-14,In Progress
EMP0021,Marketing,GOAL_EMP0021_1,Performance Improvement,Improve performance improvement by achieving 83% target,83,82,98.79518072289156,2025-11-16,In Progress
EMP0021,Marketing,GOAL_EMP0021_2,Client Satisfaction,Improve client satisfaction by achieving 80% target,80,70,87.5,2026-02-15,In Progress
EMP0021,Marketing,GOAL_EMP0021_3,Performance Improvement,Improve performance improvement by achieving 93% target,93,101,100.0,2025-11-09,Completed
EMP0021,Marketing,GOAL_EMP0021_4,Client Satisfaction,Improve client satisfaction by achieving 70% target,70,57,81.42857142857143,2025-09-30,In Progress
EMP0022,Sales,GOAL_EMP0022_1,Client Satisfaction,Improve client satisfaction by achieving 88% target,88,65,73.86363636363636,2026-01-17,In Progress
EMP0022,Sales,GOAL_EMP0022_2,Leadership Development,Improve leadership development by achieving 92% target,92,91,98.91304347826086,2025-12-26,In Progress
EMP0022,Sales,GOAL_EMP0022_3,Leadership Development,Improve leadership development by achieving 80% target,80,86,100.0,2026-02-14,Completed
EMP0022,Sales,GOAL_EMP0022_4,Process Optimization,Improve process optimization by achieving 70% target,70,70,100.0,2025-12-15,Completed
EMP0023,Engineering,GOAL_EMP0023_1,Process Optimization,Improve process optimization by achieving 74% target,74,53,71.62162162162163,2025-11-14,In Progress
EMP0023,Engineering,GOAL_EMP0023_2,Process Optimization,Improve process optimization by achieving 92% target,92,74,80.43478260869566,2025-12-10,In Progress
EMP0023,Engineering,GOAL_EMP0023_3,Leadership Development,Improve leadership development by achieving 95% target,95,98,100.0,2025-11-09,Completed
EMP0024,HR,GOAL_EMP0024_1,Client Satisfaction,Improve client satisfaction by achieving 72% target,72,72,100.0,2026-01-07,Completed
EMP0024,HR,GOAL_EMP0024_2,Project Completion,Improve project completion by achieving 79% target,79,78,98.73417721518987,2025-12-21,In Progress
EMP0024,HR,GOAL_EMP0024_3,Leadership Development,Improve leadership development by achieving 74% target,74,81,100.0,2025-11-02,Completed
EMP0024,HR,GOAL_EMP0024_4,Process Optimization,Improve process optimization by achieving 76% target,76,64,84.21052631578947,2025-09-21,In Progress
EMP0025,HR,GOAL_EMP0025_1,Skill Development,Improve skill development by achieving 92% target,92,63,68.47826086956522,2025-12-24,In Progress
EMP0025,HR,GOAL_EMP0025_2,Skill Development,Improve skill development by achieving 81% target,81,57,70.37037037037037,2026-01-07,In Progress
EMP0025,HR,GOAL_EMP0025_3,Leadership Development,Improve leadership development by achieving 80% target,80,71,88.75,2025-11-01,In Progress
EMP0026,Operations,GOAL_EMP0026_1,Project Completion,Improve project completion by achieving 93% target,93,53,56.98924731182796,2025-10-02,In Progress
EMP0026,Operations,GOAL_EMP0026_2,Leadership Development,Improve leadership development by achieving 75% target,75,79,100.0,2025-11-29,Completed
EMP0026,Operations,GOAL_EMP0026_3,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,53,74.64788732394366,2025-11-21,In Progress
EMP0026,Operations,GOAL_EMP0026_4,Process Optimization,Improve process optimization by achieving 73% target,73,65,89.04109589041096,2025-12-11,In Progress
EMP0026,Operations,GOAL_EMP0026_5,Process Optimization,Improve process optimization by achieving 89% target,89,89,100.0,2026-02-13,Completed
EMP0027,Operations,GOAL_EMP0027_1,Leadership Development,Improve leadership development by achieving 94% target,94,83,88.29787234042553,2025-12-10,In Progress
EMP0027,Operations,GOAL_EMP0027_2,Project Completion,Improve project completion by achieving 94% target,94,82,87.2340425531915,2025-11-09,In Progress
EMP0027,Operations,GOAL_EMP0027_3,Skill Development,Improve skill development by achieving 86% target,86,74,86.04651162790698,2025-11-10,In Progress
EMP0027,Operations,GOAL_EMP0027_4,Process Optimization,Improve process optimization by achieving 70% target,70,56,80.0,2026-01-02,In Progress
EMP0027,Operations,GOAL_EMP0027_5,Project Completion,Improve project completion by achieving 88% target,88,90,100.0,2025-12-28,Completed
EMP0028,Marketing,GOAL_EMP0028_1,Performance Improvement,Improve performance improvement by achieving 89% target,89,57,64.04494382022472,2025-11-01,In Progress
EMP0028,Marketing,GOAL_EMP0028_2,Client Satisfaction,Improve client satisfaction by achieving 88% target,88,89,100.0,2026-01-19,Completed
EMP0028,Marketing,GOAL_EMP0028_3,Client Satisfaction,Improve client satisfaction by achieving 77% target,77,57,74.02597402597402,2025-11-14,In Progress
EMP0028,Marketing,GOAL_EMP0028_4,Leadership Development,Improve leadership development by achieving 74% target,74,83,100.0,2025-12-24,Completed
EMP0029,Product Management,GOAL_EMP0029_1,Project Completion,Improve project completion by achieving 79% target,79,79,100.0,2025-12-14,Completed
EMP0029,Product Management,GOAL_EMP0029_2,Leadership Development,Improve leadership development by achieving 78% target,78,71,91.02564102564102,2025-11-22,In Progress
EMP0029,Product Management,GOAL_EMP0029_3,Project Completion,Improve project completion by achieving 72% target,72,54,75.0,2026-01-14,In Progress
EMP0029,Product Management,GOAL_EMP0029_4,Leadership Development,Improve leadership development by achieving 79% target,79,71,89.87341772151899,2025-09-26,In Progress
EMP0029,Product Management,GOAL_EMP0029_5,Performance Improvement,Improve performance improvement by achieving 82% target,82,79,96.34146341463415,2026-02-02,In Progress
EMP0030,Finance,GOAL_EMP0030_1,Project Completion,Improve project completion by achieving 74% target,74,65,87.83783783783784,2026-01-10,In Progress
EMP0030,Finance,GOAL_EMP0030_2,Performance Improvement,Improve performance improvement by achieving 73% target,73,81,100.0,2025-09-29,Completed
EMP0030,Finance,GOAL_EMP0030_3,Leadership Development,Improve leadership development by achieving 80% target,80,82,100.0,2025-11-06,Completed
EMP0031,Product Management,GOAL_EMP0031_1,Leadership Development,Improve leadership development by achieving 73% target,73,72,98.63013698630137,2026-02-11,In Progress
EMP0031,Product Management,GOAL_EMP0031_2,Performance Improvement,Improve performance improvement by achieving 70% target,70,50,71.42857142857143,2025-11-08,In Progress
EMP0031,Product Management,GOAL_EMP0031_3,Project Completion,Improve project completion by achieving 86% target,86,66,76.74418604651163,2025-10-02,In Progress
EMP0031,Product Management,GOAL_EMP0031_4,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,68,87.17948717948718,2025-12-03,In Progress
EMP0032,Marketing,GOAL_EMP0032_1,Process Optimization,Improve process optimization by achieving 89% target,89,89,100.0,2026-01-10,Completed
EMP0032,Marketing,GOAL_EMP0032_2,Performance Improvement,Improve performance improvement by achieving 81% target,81,81,100.0,2025-11-04,Completed
EMP0032,Marketing,GOAL_EMP0032_3,Leadership Development,Improve leadership development by achieving 82% target,82,50,60.97560975609756,2026-02-01,In Progress
EMP0032,Marketing,GOAL_EMP0032_4,Performance Improvement,Improve performance improvement by achieving 89% target,89,98,100.0,2025-12-20,Completed
EMP0032,Marketing,GOAL_EMP0032_5,Performance Improvement,Improve performance improvement by achieving 82% target,82,50,60.97560975609756,2025-12-29,In Progress
EMP0033,Engineering,GOAL_EMP0033_1,Project Completion,Improve project completion by achieving 70% target,70,75,100.0,2025-11-08,Completed
EMP0033,Engineering,GOAL_EMP0033_2,Skill Development,Improve skill development by achieving 80% target,80,54,67.5,2026-01-31,In Progress
EMP0033,Engineering,GOAL_EMP0033_3,Process Optimization,Improve process optimization by achieving 77% target,77,68,88.31168831168831,2025-12-22,In Progress
EMP0033,Engineering,GOAL_EMP0033_4,Client Satisfaction,Improve client satisfaction by achieving 74% target,74,83,100.0,2026-01-28,Completed
EMP0033,Engineering,GOAL_EMP0033_5,Project Completion,Improve project completion by achieving 74% target,74,56,75.67567567567568,2025-11-02,In Progress
EMP0034,HR,GOAL_EMP0034_1,Project Completion,Improve project completion by achieving 95% target,95,98,100.0,2025-12-01,Completed
EMP0034,HR,GOAL_EMP0034_2,Leadership Development,Improve leadership development by achieving 74% target,74,84,100.0,2025-11-03,Completed
EMP0034,HR,GOAL_EMP0034_3,Project Completion,Improve project completion by achieving 80% target,80,84,100.0,2025-12-18,Completed
EMP0034,HR,GOAL_EMP0034_4,Performance Improvement,Improve performance improvement by achieving 80% target,80,59,73.75,2025-11-13,In Progress
EMP0035,Operations,GOAL_EMP0035_1,Performance Improvement,Improve performance improvement by achieving 76% target,76,72,94.73684210526315,2025-09-30,In Progress
EMP0035,Operations,GOAL_EMP0035_2,Client Satisfaction,Improve client satisfaction by achieving 80% target,80,77,96.25,2026-02-13,In Progress
EMP0035,Operations,GOAL_EMP0035_3,Process Optimization,Improve process optimization by achieving 91% target,91,64,70.32967032967034,2025-10-08,In Progress
EMP0035,Operations,GOAL_EMP0035_4,Project Completion,Improve project completion by achieving 81% target,81,61,75.30864197530865,2025-09-25,In Progress
EMP0035,Operations,GOAL_EMP0035_5,Project Completion,Improve project completion by achieving 79% target,79,74,93.67088607594937,2025-11-15,In Progress
EMP0036,Product Management,GOAL_EMP0036_1,Leadership Development,Improve leadership development by achieving 86% target,86,69,80.23255813953489,2026-02-02,In Progress
EMP0036,Product Management,GOAL_EMP0036_2,Project Completion,Improve project completion by achieving 72% target,72,61,84.72222222222221,2026-01-09,In Progress
EMP0036,Product Management,GOAL_EMP0036_3,Process Optimization,Improve process optimization by achieving 91% target,91,54,59.34065934065934,2025-11-18,In Progress
EMP0037,Customer Support,GOAL_EMP0037_1,Client Satisfaction,Improve client satisfaction by achieving 81% target,81,73,90.12345679012346,2025-09-25,In Progress
EMP0037,Customer Support,GOAL_EMP0037_2,Project Completion,Improve project completion by achieving 70% target,70,57,81.42857142857143,2025-10-19,In Progress
EMP0037,Customer Support,GOAL_EMP0037_3,Leadership Development,Improve leadership development by achieving 82% target,82,62,75.60975609756098,2026-01-06,In Progress
EMP0037,Customer Support,GOAL_EMP0037_4,Skill Development,Improve skill development by achieving 90% target,90,74,82.22222222222221,2025-10-14,In Progress
EMP0037,Customer Support,GOAL_EMP0037_5,Project Completion,Improve project completion by achieving 83% target,83,60,72.28915662650603,2025-09-29,In Progress
EMP0038,Product Management,GOAL_EMP0038_1,Project Completion,Improve project completion by achieving 71% target,71,62,87.32394366197182,2026-01-01,In Progress
EMP0038,Product Management,GOAL_EMP0038_2,Leadership Development,Improve leadership development by achieving 80% target,80,73,91.25,2026-02-02,In Progress
EMP0038,Product Management,GOAL_EMP0038_3,Leadership Development,Improve leadership development by achieving 91% target,91,62,68.13186813186813,2025-11-11,In Progress
EMP0038,Product Management,GOAL_EMP0038_4,Leadership Development,Improve leadership development by achieving 80% target,80,88,100.0,2025-10-06,Completed
EMP0039,Engineering,GOAL_EMP0039_1,Client Satisfaction,Improve client satisfaction by achieving 81% target,81,62,76.5432098765432,2025-11-03,In Progress
EMP0039,Engineering,GOAL_EMP0039_2,Leadership Development,Improve leadership development by achieving 83% target,83,61,73.49397590361446,2025-12-04,In Progress
EMP0039,Engineering,GOAL_EMP0039_3,Project Completion,Improve project completion by achieving 83% target,83,57,68.67469879518072,2026-02-15,In Progress
EMP0039,Engineering,GOAL_EMP0039_4,Project Completion,Improve project completion by achieving 89% target,89,67,75.28089887640449,2025-10-15,In Progress
EMP0039,Engineering,GOAL_EMP0039_5,Client Satisfaction,Improve client satisfaction by achieving 72% target,72,81,100.0,2025-11-23,Completed
EMP0040,Customer Support,GOAL_EMP0040_1,Performance Improvement,Improve performance improvement by achieving 92% target,92,70,76.08695652173914,2025-12-24,In Progress
EMP0040,Customer Support,GOAL_EMP0040_2,Performance Improvement,Improve performance improvement by achieving 92% target,92,79,85.86956521739131,2025-11-18,In Progress
EMP0040,Customer Support,GOAL_EMP0040_3,Project Completion,Improve project completion by achieving 93% target,93,63,67.74193548387096,2026-01-03,In Progress
EMP0040,Customer Support,GOAL_EMP0040_4,Process Optimization,Improve process optimization by achieving 70% target,70,72,100.0,2025-09-29,Completed
EMP0041,HR,GOAL_EMP0041_1,Performance Improvement,Improve performance improvement by achieving 84% target,84,56,66.66666666666666,2025-12-14,In Progress
EMP0041,HR,GOAL_EMP0041_2,Skill Development,Improve skill development by achieving 82% target,82,65,79.26829268292683,2026-02-15,In Progress
EMP0041,HR,GOAL_EMP0041_3,Skill Development,Improve skill development by achieving 79% target,79,71,89.87341772151899,2025-10-29,In Progress
EMP0042,Product Management,GOAL_EMP0042_1,Process Optimization,Improve process optimization by achieving 74% target,74,58,78.37837837837837,2025-12-02,In Progress
EMP0042,Product Management,GOAL_EMP0042_2,Process Optimization,Improve process optimization by achieving 87% target,87,80,91.95402298850574,2025-12-14,In Progress
EMP0042,Product Management,GOAL_EMP0042_3,Skill Development,Improve skill development by achieving 83% target,83,52,62.65060240963856,2025-12-12,In Progress
EMP0043,Product Management,GOAL_EMP0043_1,Leadership Development,Improve leadership development by achieving 70% target,70,75,100.0,2025-12-02,Completed
EMP0043,Product Management,GOAL_EMP0043_2,Process Optimization,Improve process optimization by achieving 73% target,73,70,95.8904109589041,2026-01-29,In Progress
EMP0043,Product Management,GOAL_EMP0043_3,Skill Development,Improve skill development by achieving 87% target,87,94,100.0,2025-11-01,Completed
EMP0043,Product Management,GOAL_EMP0043_4,Project Completion,Improve project completion by achieving 89% target,89,86,96.62921348314607,2026-01-05,In Progress
EMP0044,Operations,GOAL_EMP0044_1,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,83,100.0,2025-12-02,Completed
EMP0044,Operations,GOAL_EMP0044_2,Skill Development,Improve skill development by achieving 73% target,73,78,100.0,2025-11-02,Completed
EMP0044,Operations,GOAL_EMP0044_3,Performance Improvement,Improve performance improvement by achieving 92% target,92,102,100.0,2026-01-19,Completed
EMP0044,Operations,GOAL_EMP0044_4,Skill Development,Improve skill development by achieving 72% target,72,58,80.55555555555556,2025-12-28,In Progress
EMP0044,Operations,GOAL_EMP0044_5,Leadership Development,Improve leadership development by achieving 76% target,76,75,98.68421052631578,2025-09-25,In Progress
EMP0045,Engineering,GOAL_EMP0045_1,Process Optimization,Improve process optimization by achieving 78% target,78,77,98.71794871794873,2025-10-08,In Progress
EMP0045,Engineering,GOAL_EMP0045_2,Client Satisfaction,Improve client satisfaction by achieving 80% target,80,86,100.0,2025-09-22,Completed
EMP0045,Engineering,GOAL_EMP0045_3,Process Optimization,Improve process optimization by achieving 76% target,76,75,98.68421052631578,2026-01-29,In Progress
EMP0045,Engineering,GOAL_EMP0045_4,Skill Development,Improve skill development by achieving 70% target,70,61,87.14285714285714,2026-02-13,In Progress
EMP0045,Engineering,GOAL_EMP0045_5,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,56,60.86956521739131,2026-01-14,In Progress
EMP0046,Finance,GOAL_EMP0046_1,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,51,69.86301369863014,2025-11-13,In Progress
EMP0046,Finance,GOAL_EMP0046_2,Process Optimization,Improve process optimization by achieving 95% target,95,99,100.0,2025-12-22,Completed
EMP0046,Finance,GOAL_EMP0046_3,Skill Development,Improve skill development by achieving 72% target,72,77,100.0,2026-01-26,Completed
EMP0046,Finance,GOAL_EMP0046_4,Process Optimization,Improve process optimization by achieving 90% target,90,85,94.44444444444444,2025-12-10,In Progress
EMP0047,Marketing,GOAL_EMP0047_1,Skill Development,Improve skill development by achieving 95% target,95,57,60.0,2025-11-07,In Progress
EMP0047,Marketing,GOAL_EMP0047_2,Skill Development,Improve skill development by achieving 79% target,79,73,92.40506329113924,2025-09-24,In Progress
EMP0047,Marketing,GOAL_EMP0047_3,Performance Improvement,Improve performance improvement by achieving 75% target,75,61,81.33333333333333,2025-10-21,In Progress
EMP0048,Product Management,GOAL_EMP0048_1,Leadership Development,Improve leadership development by achieving 81% target,81,55,67.90123456790124,2026-02-02,In Progress
EMP0048,Product Management,GOAL_EMP0048_2,Client Satisfaction,Improve client satisfaction by achieving 79% target,79,66,83.54430379746836,2026-01-27,In Progress
EMP0048,Product Management,GOAL_EMP0048_3,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,71,100.0,2026-02-02,Completed
